GeneID,startLoc,endLoc
2210,121087345,121097161
100996318,121090289,121098265
653820,121167646,121186896
653464,121184967,121392819
107985199,143318207,143319096
107983967,143464779,143476935
107985108,143729544,143737130
105369140,143744713,143760507
100996713,143878414,143885954
554282,143955364,143974219
107985109,144143571,144144457
107985527,144311955,144313935
730262,144372875,144373659
284565,144421386,144459464
728945,144592868,144593652
105371215,144652212,144654427
107985111,144822103,144822992
647135,144887191,145093441
728833,145093805,145112696
101929805,145133552,145149891
645142,145241415,145242199
100288142,145289900,145405778
105371303,145395130,145425602
101060254,145506388,145567523
653519,145607960,145670977
5174,145670852,145707507
11126,145719312,145739288
27246,145744428,145824123
10623,145823183,145844402
200035,145844985,145848954
10401,145848522,145859081
148741,145866560,145885866
8515,145891208,145910189
8799,145911348,145918924
9939,145921556,145927536
128077,145933423,145958038
84265,145959037,145978848
284615,145959441,145964582
84265,145964673,145978848
10628,145992426,145996631
148738,146017468,146021822
100132406,146066318,146144804
388677,146151908,146229032
105371242,146342335,146344907
149013,146938545,146996093
5565,147155106,147172589
9557,147172804,147295764
2330,147183963,147225798
9557,147242641,147295766
607,147541394,147626219
51205,147629658,147670543
2702,147756199,147781127
2703,147902820,147915287
51463,147928393,147993523
200030,148102046,148152190
644591,148482548,148483285
25832,148531385,148607636
100996763,148596477,148712497
100996517,148766340,148786183
9659,148808167,149051277
400818,149054033,149090861
100996716,149175714,149363915
653513,149187067,149322070
100996716,149344071,149363915
100996717,149386823,149475116
101060226,149472955,149556256
653598,149583823,149584607
2209,149782677,149791675
440689,149782689,149812373
2209,149782694,149792518
440689,149811879,149812373
653604,149813225,149813681
8370,149832657,149833052
126961,149840687,149841193
8337,149842218,149842751
723790,149851061,149851594
333932,149852619,149853125
554313,149860764,149861159
8349,149884460,149886682
8338,149886975,149887411
317772,149887469,149887916
51027,149899582,149900795
9900,149903318,149917882
10262,149923317,149928252
10903,149928651,149936898
56957,149940330,150010766
11311,150067293,150145327
51177,150149434,150160065
81611,150218417,150236156
23632,150257255,150265078
51107,150265399,150282291
79630,150272284,150280927
148523,150282533,150287093
54460,150293842,150308979
9129,150321479,150353228
23248,150364111,150476566
80222,150487364,150507609
1893,150508011,150513789
54507,150549369,150560937
107983947,150550283,150551350
54507,150551117,150560933
4170,150574551,150579738
2029,150622123,150629622
55204,150646225,150697196
84072,150698059,150720910
1520,150730196,150765957
1513,150796208,150808441
405,150809705,150876768
9869,150926246,150964744
29956,150965173,150975003
8416,150982023,150995638
55793,150996737,151008378
58497,151008391,151035713
149428,151036553,151047600
54964,151047783,151051420
56882,151050971,151059649
10962,151059675,151068497
126626,151070180,151125545
10500,151131685,151148408
100534012,151156629,151170297
79626,151156629,151159749
388695,151159748,151165948
79005,151166022,151170297
29765,151169986,151176071
6944,151176300,151190213
8394,151198003,151249536
5710,151254700,151267479
57592,151281555,151291905
5298,151291797,151327715
5993,151340640,151347319
8991,151364302,151372734
5692,151399565,151401936
23126,151402724,151459465
57530,151510859,151538692
7286,151540294,151583583
81609,151612027,151699083
11189,151700058,151716821
284485,151721537,151729606
65005,151759643,151763916
51686,151762969,151771330
11022,151769354,151790576
339398,151800264,151805442
6097,151806071,151832450
100191040,151837818,151840557
284486,151847101,151853697
117145,151870866,151909885
6281,151982910,151994238
6282,152032506,152037035
100131107,152079413,152080924
126637,152084144,152089064
7062,152106317,152115454
126638,152153595,152159228
388697,152212076,152224196
2312,152302175,152325203
388698,152348735,152360028
49860,152409243,152414274
254910,152510844,152512177
54544,152514502,152516010
353145,152565654,152566770
84648,152579384,152580504
353144,152600662,152601086
353143,152613811,152614098
353142,152622834,152623103
353141,152663411,152664659
353140,152675315,152676574
26239,152686123,152687401
353139,152698364,152699442
199834,152709047,152709434
100129271,152719522,152720429
448834,152758030,152762053
353137,152776372,152776969
353135,152786277,152788426
353134,152796751,152798181
353133,152804835,152806631
353132,152811971,152813109
353131,152827473,152828097
448835,152842830,152844211
4184,152878322,152885047
3713,152908563,152911886
163778,152968765,152972602
6698,152984088,152985814
6707,153001747,153003856
6699,153031203,153032900
6703,153039725,153041144
6700,153056120,153057512
6701,153070226,153071608
6704,153093135,153094528
6705,153112121,153119460
6706,153149582,153195377
149018,153203430,153205125
574414,153217584,153219317
4014,153259703,153262124
114771,153297589,153312975
57115,153330120,153348844
6280,153357854,153361027
6283,153373708,153375599
6279,153390032,153422583
338324,153416524,153423225
645922,153436995,153440027
6278,153457744,153460661
6277,153534599,153536241
6276,153537114,153543514
6275,153543619,153545806
6274,153547333,153549258
6273,153561108,153565830
140576,153606883,153613168
57402,153614255,153616917
6284,153618799,153634092
6271,153628397,153632037
26097,153633982,153646306
23557,153658654,153661852
3608,153661788,153671028
4881,153678617,153693992
65123,153728050,153774808
11000,153775292,153780157
105371448,153796477,153804842
57459,153804725,153922975
9909,153929501,153946681
200186,153947672,153958656
27173,153959099,153968184
148327,153967679,153974364
10899,153974269,153977975
5872,153981617,153990644
6232,153990763,153992155
91181,153992582,154155116
7170,154155304,154192135
388701,154199085,154206365
25912,154206701,154220797
9898,154220172,154271510
10456,154272563,154275875
89872,154321059,154325325
57198,154325541,154351307
3570,154405193,154469450
126669,154469637,154502059
126668,154502219,154548147
55585,154548575,154558644
1141,154567781,154580026
103,154582057,154628016
3782,154697462,154870278
10654,154924732,154942650
57326,154944080,154956163
90780,154957026,154961782
101928120,154961471,154962625
6464,154962298,154974492
1163,154974642,154979249
80308,154983294,154993111
55891,154993586,154994315
51043,155002628,155018525
127579,155018513,155033781
149095,155033806,155050930
8751,155051272,155062776
1945,155063737,155069553
1944,155078872,155087538
1942,155127873,155134910
55974,155135253,155138858
54344,155139891,155140573
200185,155169408,155173328
80128,155173714,155184971
4582,155185824,155192915
7059,155195588,155209180
4580,155208699,155213839
2629,155234448,155244862
10712,155247205,155255483
10067,155255979,155262703
1196,155262868,155273529
57657,155277427,155289848
5313,155289293,155301434
2224,155308748,155320666
284618,155320460,155324147
23623,155320849,155331118
55870,155335261,155563160
55154,155610170,155614967
55249,155659442,155689032
7818,155688104,155739010
54856,155749658,155859400
23208,155859454,155885199
6016,155897808,155911402
22889,155913043,155934442
339403,155941689,155942834
9181,155946839,155991263
6746,156009048,156020992
56893,156035294,156053825
28956,156054726,156058510
57111,156061149,156070514
92312,156072013,156081998
4000,156082546,156140089
64218,156149673,156177751
9673,156193711,156212796
100527963,156212988,156243332
11243,156212988,156240077
632,156241962,156243332
79957,156243321,156248488
23381,156249224,156291498
84283,156284279,156292443
112770,156292687,156295689
391104,156298624,156299637
7203,156308961,156338415
128229,156337314,156346995
57127,156366044,156385221
10485,156404252,156456649
4209,156463721,156500842
128239,156525405,156572604
164118,156579727,156587717
128240,156591762,156599818
54865,156594308,156601496
60484,156601504,156626608
63827,156641948,156659532
10763,156668763,156677397
1382,156699606,156712900
81875,156721891,156728599
51093,156728471,156736960
79590,156737302,156741267
3068,156742107,156752448
5546,156767482,156800819
9047,156806238,156816853
4914,156815750,156881850
3645,156840873,156858920
4914,156860879,156881850
375033,156893697,156916434
149499,156920608,156941208
9826,156934840,157046903
440695,157092043,157099808
2117,157121191,157138591
83416,157513377,157552520
83417,157573749,157598080
115352,157676481,157700985
79368,157745733,157777472
115350,157792249,157820150
922,157827071,157841844
55243,157993273,158100262
912,158178038,158186427
909,158248329,158258269
910,158286841,158332038
911,158289773,158294774
910,158294758,158332038
913,158353157,158357554
128360,158398522,158399466
391107,158419928,158420866
391109,158465562,158466503
343406,158479878,158480885
391112,158547128,158548105
128366,158562651,158563604
128367,158578919,158579899
128368,158606439,158607380
6708,158610498,158686716
81448,158699678,158700652
391114,158717168,158718115
128371,158754816,158755847
128372,158764214,158840979
81442,158776682,158777635
4332,158831378,158849480
149628,158931547,158990909
3428,158999968,159055155
107181291,158999971,159000312
3428,159009892,159055155
9447,159062481,159132351
57863,159171587,159203142
2532,159204013,159206500
2205,159283888,159308224
441911,159313670,159314659
26476,159406348,159440967
127385,159535078,159536007
325,159587826,159588871
1401,159712289,159714623
54935,159780946,159782546
343413,159800506,159816257
56833,159826650,159837497
284677,159834474,159855347
391123,159854316,159862657
25790,159872364,159900116
8407,159918107,159925542
57549,159927039,159945661
89886,159951492,159984730
93183,160027672,160031993
3766,160037467,160070261
3765,160055001,160090563
93185,160091339,160099442
477,160115730,160143591
480,160151562,160186977
844,160190495,160201886
8682,160205319,160215376
50717,160215715,160262560
5824,160276809,160285151
1314,160288587,160343564
23385,160343056,160358952
4807,160367071,160372848
57216,160400574,160428678
114836,160485030,160523268
8832,160541094,160579516
6504,160608103,160647537
962,160678746,160711851
57823,160739057,160754821
4063,160796074,160828256
51744,160830160,160862902
55600,160876540,160885170
142683,160945020,160957378
50848,160995211,161021343
100131187,161037631,161038984
7391,161039251,161045979
257106,161046942,161069971
81607,161070991,161089595
126823,161098391,161100348
5202,161100556,161118076
4817,161118072,161125446
9191,161120977,161132783
51506,161132754,161158856
27005,161159458,161165726
5498,161165728,161178277
8703,161171310,161177968
9507,161189729,161199053
4720,161197377,161214395
2207,161215297,161219248
336,161222293,161223628
84134,161225939,161230746
9970,161229666,161238623
654790,161258727,161285450
4359,161303593,161309972
6391,161314376,161364751
257177,161364731,161367883
2212,161505415,161524048
3310,161524540,161526897
2214,161541759,161550623
2215,161623196,161631963
2213,161647243,161678654
84824,161706972,161714352
127943,161721544,161728143
11266,161749692,161757164
22926,161766244,161964070
25903,161983192,162024465
9722,162069791,162370023
284680,162373725,162376962
400793,162378906,162386818
117157,162395266,162412138
127933,162497174,162529629
6675,162561440,162599843
4921,162631213,162783524
51478,162790702,162812818
339512,162851291,162868918
5999,163068606,163076802
8490,163142299,163321791
83540,163321933,163355764
5087,164559360,164886047
4009,165201867,165356715
6258,165400922,165445355
440699,165544241,165563948
4259,165630873,165656136
223,165662212,165698663
54499,165724291,165768922
7371,165827495,165911618
149297,166055918,166166755
57645,166839404,166856344
117143,166856510,166876417
387597,166913204,166975324
84944,166921121,167022214
387597,166922218,166973175
84944,166975582,167022214
10223,167052836,167090631
105371598,167088000,167091553
92235,167094048,167129165
5451,167220829,167427345
919,167430640,167518610
8804,167541013,167553819
92241,167630193,167708696
9019,167721950,167791919
55811,167809080,167915556
25874,167916675,167937069
55827,167936247,168075843
23432,168079542,168137667
261726,168178845,168202114
375035,168226017,168242850
9095,168281040,168314426
6846,168540765,168543997
6375,168574128,168582077
1805,168695457,168729204
481,169106709,169132722
29922,169132385,169367963
8548,169367879,169396544
57821,169394870,169462221
10560,169463909,169485970
2153,169511954,169586632
6403,169588849,169630139
6402,169690665,169711702
6401,169722640,169734079
92342,169792524,169794976
55732,169794730,169854080
57147,169853074,169894267
22920,169921329,170074741
149281,170146047,170168841
92344,170532122,170553834
5396,170662728,170739400
80133,170935471,171066341
2328,171090873,171117819
2327,171185208,171212683
2326,171248471,171285978
2329,171314131,171342084
23215,171485496,171593511
4653,171635417,171652633
8674,171700156,171742239
51603,171781504,171823962
26052,171841478,172418466
92346,172418560,172468829
5279,172441457,172444090
92346,172444200,172468829
51430,172532349,172611833
356,172659008,172666873
8995,173041220,173050963
7292,173183729,173448490
9588,173477347,173488807
284525,173500465,173603094
730159,173603003,173637130
339416,173608336,173705430
730159,173635522,173637134
339416,173640864,173705271
27252,173714912,173786826
91687,173799550,173824639
55157,173824659,173858544
84614,173868095,173891122
462,173903804,173917378
149041,173931084,173993072
9910,174159414,174995308
9293,174448074,174449545
9910,174799025,174995308
27101,174999435,175012027
63931,175012958,175023455
63923,175067858,175148066
9674,175156986,175193300
7143,175320781,175743702
64326,175944826,176207279
60676,176463159,176845601
460,176855118,177164904
57795,177170922,177282422
89866,177929107,177969915
9462,178093729,178479514
400797,178479514,178499623
84066,178513077,178523500
55103,178725147,178921842
9068,178849535,178871353
9917,179025804,179076574
64222,179081977,179095996
27,179099327,179229684
6646,179293714,179358680
126859,179365705,179554735
7827,179550539,179575987
163589,179591613,179691272
148753,179727763,179816198
163590,179839967,179878614
26092,179882042,179920077
9857,179954773,180114880
5768,180154833,180198034
89884,180228372,180278982
84320,180288217,180502887
9213,180632010,180890279
57710,180913177,180946103
10228,180949690,181023121
3140,181033379,181061938
51278,181088502,181090843
777,181317712,181808084
127665,182053740,182205330
2752,182378093,182392206
127670,182398117,182400616
353299,182447877,182560597
6041,182573634,182589259
6004,182598623,182604413
85397,182641814,182753291
80896,182789449,182830384
1660,182839304,182887982
81626,182899865,182953418
3915,183023460,183145592
3918,183186039,183245127
23057,183248237,183418499
9887,183471962,183554193
4688,183555562,183590921
10092,183626193,183635941
23179,183636047,183928551
403314,183646275,183653313
23179,183805081,183928551
23127,183929662,184051612
116461,184050207,184095846
81563,184387016,184629021
80267,184690491,184754907
116496,184791025,184975132
6045,185045419,185102608
81627,185118085,185157098
54823,185157023,185291781
10625,185292367,185317343
83872,185734526,186190953
10216,186296273,186314562
7175,186311652,186375325
54953,186375758,186421375
10896,186400572,186401455
5132,186443566,186461108
5743,186671812,186680427
5321,186828900,186989896
339479,190097662,190477997
64407,192158462,192187172
431704,192316992,192367285
5996,192575727,192580029
6003,192636138,192660311
5997,192809039,192812277
51377,193012366,193060140
6738,193059422,193091777
51022,193096465,193106535
79577,193121958,193254815
8707,193178730,193186613
343450,196225779,196608905
3075,196651878,196747504
10878,196774800,196794073
3078,196819730,196832189
10877,196888014,196918911
3080,196943752,196959328
81494,196975022,197009725
2165,197038741,197067267
259266,197084127,197146694
360023,197153684,197200542
23418,197201462,197478455
163486,197504748,197782138
388722,197902552,197907367
56956,197912505,197935476
140609,198156978,198322420
127124,198523222,198540945
5788,198638968,198757476
2494,200027602,200177424
23528,200404947,200483604
9928,200551497,200620791
83479,200640807,200669998
23271,200738905,200860707
2848,200872955,200874178
55765,200891074,200915736
23046,200969386,201023700
779,201039509,201112566
647219,201113953,201115372
252839,201134771,201171625
91156,201190780,201228952
5317,201283452,201332993
7139,201359008,201377828
3898,201380838,201399541
7135,201403767,201421746
23612,201464284,201469171
1465,201483530,201507259
107985246,201506515,201516769
89796,201648322,201826974
55705,201829160,201884294
149345,201888677,201899346
25802,201896456,201946588
10440,201955491,201970661
6051,201982638,202006147
1999,202010519,202017188
9283,202118669,202133588
127829,202133404,202144743
5778,202147012,202161588
59352,202193990,202319761
29089,202331657,202341966
4660,202348702,202588569
127833,202590596,202710444
10765,202725185,202809470
5877,202878282,202889257
59349,202891096,202928644
51094,202940825,202958572
51706,202961873,202967276
92703,203007367,203024848
8497,203026491,203078736
4656,203083129,203086038
134,203127705,203167405
4608,203167811,203175814
1116,203178931,203186794
1118,203216079,203229732
7832,203305536,203309602
2331,203340621,203351429
5549,203475755,203491352
26254,203494143,203508949
493,203626787,203744081
54900,203765132,203778175
9877,203795537,203854128
100381270,203797523,203800462
9877,203802060,203854126
6635,203861585,203871152
9580,204073096,204127743
55224,204131061,204152182
5972,204154816,204166337
3814,204190341,204196491
127845,204198158,204214092
22874,204218851,204378376
84919,204398684,204411880
5287,204422630,204494815
4194,204516379,204558120
10446,204617170,204685836
23114,204828652,205022822
6900,205043160,205078043
388730,205083129,205084460
5929,205086142,205122022
25778,205142497,205211599
9911,205227910,205273343
81788,205302059,205321791
55220,205336065,205357090
93273,205381378,205449956
5129,205504556,205532793
148808,205568984,205602918
2005,205607943,205634077
85414,205657851,205680502
64710,205712819,205750244
8934,205767986,205775487
254428,205789093,205813759
148811,205813811,205850148
115019,205913048,205943472
338382,205976740,206003466
1510,206009264,206023909
440712,206052723,206102459
100505650,206060460,206063532
440712,206082575,206102701
553,206109849,206117048
729533,206186179,206204918
23380,206203464,206464443
9641,206470243,206496890
83593,206507530,206589284
1939,206578594,206612551
8444,206635536,206655158
9261,206684912,206734285
3586,206767603,206772494
29949,206798870,206842981
50604,206865247,206869223
11009,206897404,206904139
9214,206903282,206922033
5284,206928522,206946466
83953,206957955,206970657
79098,207018521,207032761
55432,207043849,207052980
5208,207053275,207081023
725,207088826,207099993
722,207104232,207144972
1604,207321472,207360966
1380,207454300,207489895
1378,207496128,207641765
1379,207645113,207723691
4179,207752038,207795516
947,207886538,207911338
105372883,207962873,207968142
5362,208022242,208244384
642587,209428820,209432552
57172,209583700,209613939
3914,209614870,209653077
50486,209675325,209676390
3290,209686180,209734950
80342,209756032,209782323
148304,209779208,209784730
3664,209785623,209806175
27042,209827967,209857565
255928,209938165,210171315
56256,210232650,210247734
55733,210327873,210676298
3756,210678314,211134115
55758,211259347,211316385
7188,211326587,211374946
343035,211476522,211492917
7779,211575039,211578757
4751,211658256,211675630
9926,211743457,211830772
25896,211940328,212035660
51514,212035553,212105006
5525,212285537,212361863
55248,212364474,212415508
29937,212432887,212446379
467,212565334,212620777
149647,212624447,212626778
55509,212686417,212699985
25936,212726153,212798900
128387,212791828,212816825
149643,212830141,212847649
28982,212858255,212899363
79805,212935543,212991585
90806,212992182,213015875
26750,213051233,213378753
5629,213983239,214041510
56950,214281222,214337134
5784,214348696,214551681
1063,214603181,214664574
3776,215002920,215237093
51133,215567185,215621821
7399,215622894,216423396
2104,216503246,217137757
55105,217426992,217631312
128153,217631324,217868151
51018,218285270,218337983
7042,218345334,218444619
127018,219173831,219224008
55532,219910398,219959754
2058,219968600,220046658
10380,220057482,220089916
55699,220094113,220148041
25782,220148268,220272501
4139,220528183,220664457
79762,220690286,220699157
54996,220748246,220784815
64757,220786697,220814399
3142,220879401,220885059
11221,221701420,221742176
79802,222501521,222548102
9015,222557902,222590096
375056,222617790,222668012
64853,222668013,222712522
148362,222712553,222735196
400823,222737216,222772193
84976,222814514,223005995
7100,223108401,223143282
55061,223220819,223364240
164127,223393373,223395470
388743,223541609,223665734
824,223701593,223776018
7159,223779893,223845981
107985330,224027677,224035390
23219,224114087,224162047
8560,224183208,224193441
4931,224227334,224330201
29097,224356811,224379452
80232,224385143,224434299
149111,224434895,224740549
127602,224928422,225399294
3930,225401502,225428855
55740,225486832,225660045
6726,225777813,225790466
2052,225810074,225845563
9725,225845532,225882720
10637,225886282,225889146
29920,225919877,225924340
7044,225936598,225941383
163859,225982702,225999365
3020,226062707,226072002
64746,226144679,226186722
83881,226223618,226227055
286826,226231149,226310082
142,226360691,226408100
375057,226548238,226609214
3707,226631690,226739327
5664,226870572,226896103
56997,226939339,226987545
105379282,226971536,226977439
8476,226989865,227318492
339500,227563519,227662463
116841,227728168,227781231
65094,227731189,227735423
116841,227734996,227781231
105373289,227786801,227790470
339501,227815708,227846470
7483,227918658,227947975
107985355,227967016,227968635
101060022,227968754,227971943
89780,228007022,228067113
100506571,228073909,228080597
375,228082660,228099212
79169,228100727,228103462
128308,228106679,228109344
2987,228139643,228148955
57165,228149714,228159826
200205,228165808,228182257
84033,228208013,228381431
101927401,228360893,228369935
81559,228393672,228406883
51127,228407478,228416882
8290,228424845,228425325
92815,228457364,228457859
128312,228458107,228458558
149603,228487367,228496188
100129094,228508136,228514040
105373132,228646284,228650007
58480,228735077,228746669
5867,229271062,229305894
10638,229304382,229305504
126731,229321005,229342941
58,229431245,229434096
55746,229441297,229508341
23456,229516582,229558695
27097,229593111,229626047
9816,229626216,229660200
2590,230057789,230282130
79605,230321646,230425928
22796,230642456,230693985
183,230702523,230714590
10753,230747289,230803356
84886,230837119,230869589
79573,230906241,230978872
64801,230979077,231000733
375061,231018958,231040249
440730,231162928,231221568
149373,231184099,231187627
128061,231223763,231241187
8443,231241173,231277973
149371,231332731,231337872
83932,231337936,231355029
54583,231363751,231425044
7257,231528653,231566524
27185,231626815,232041272
57568,232397965,232630491
54627,232804892,232810346
84284,232950624,232978473
80003,232984109,233295713
84451,233327732,233385148
3775,233614004,233672512
148641,233904712,234324518
388753,234373437,234384049
6894,234391313,234479173
359948,234604269,234609525
9804,235109341,235128941
23029,235131183,235161616
51742,235166895,235328240
9453,235328438,235344532
6905,235367360,235448968
148789,235440654,235504481
2786,235547685,235650754
1130,235661031,235883708
4811,235975830,236065181
7107,236142502,236211050
56605,236215122,236282039
128178,236394380,236484708
3964,236518214,236552981
55127,236549005,236604541
88,236686454,236764631
4548,236794304,236903981
645745,237004103,237004418
6262,237042208,237833988
57829,237877864,237890922
107983951,239386512,239387227
1131,239386565,239915450
56776,240013776,240475189
64388,240489573,240612372
6000,240775193,241357374
2271,241497557,241519785
8564,241531883,241595647
23596,241593150,241640399
1122,241628864,241635930
128025,241652278,241802767
9156,241847967,241889939
441925,241957767,241959062
440738,241995194,242001393
200150,242085051,242530546
9859,243124428,243255936
10806,243255328,243500092
10000,243488233,243851079
10472,244048939,244057476
200159,244352063,244389896
159,244408492,244452134
257044,244452014,244640362
51029,244653048,244709034
116228,244835306,244845063
3192,244842123,244864720
84288,244969739,245125228
55083,245154985,245703126
64754,245749340,246507342
64216,246540561,246566263
163882,246566337,246668587
51097,246724076,246768137
25909,246839098,246931978
57116,246945547,247008093
93474,247034638,247078813
79862,247099962,247104400
388759,247110160,247112417
7678,247121975,247172378
317705,247256072,247257145
84838,247297413,247333376
107985115,247329580,247377224
114548,247416156,247449108
127623,247451029,247451982
441932,247491068,247492409
148823,247507058,247577690
81472,247530132,247533839
148823,247549045,247577690
81470,247588360,247589313
81469,247605586,247606515
441933,247672118,247673041
343169,247711829,247712755
26188,247757462,247758406
284532,247814800,247815729
391189,247840928,247841896
25893,247857199,247880138
343171,247895587,247896531
343172,247914138,247923152
284521,247937029,248100922
391190,247948858,247949796
391191,247965332,247966339
81466,248021948,248022886
26246,248035420,248039332
391192,248060682,248061620
284521,248095854,248100922
127059,248145148,248146086
391194,248179986,248181029
127062,248203068,248204006
26245,248238929,248239864
391195,248272852,248273814
127064,248294616,248295578
391196,248323630,248324568
127066,248348775,248349713
127074,248361581,248362627
254879,248387609,248388535
26696,248405995,248407104
401992,248452798,248453772
343173,248473351,248474307
401993,248488589,248489536
391211,248521647,248522597
343563,248558544,248559491
127068,248573801,248574757
127069,248589668,248645469
127077,248626178,248627128
403244,248638287,248639258
403239,248649931,248650884
401994,248681296,248685566
646627,248739415,248755787
80851,248810446,248826285
79894,248838178,248849517
55657,248850004,248859434
